TemperatureC,DewPointC,Humidity,SeaLevelPressurehPa,VisibilityKm,WindSpeedKmh,WindDirDegrees,Office_Autumn
28.3,-8.9,8.0,1007.1,16.1,11.1,310,110.51
27.8,-9.4,8.0,1007.2,16.1,9.3,310,82.04
27.8,-10.6,7.0,1007.5,16.1,14.8,270,70.21
26.7,-11.1,8.0,1007.8,16.1,13.0,260,66.43
25.6,-10.6,8.0,1007.7,16.1,0.0,0,66.74
52.2,21.2,76.0,2015.5,32.2,33.4,590,67.14
21.7,16.7,73.0,1008.3,16.1,25.9,70,67.05
60.0,45.6,223.0,3029.5,48.300000000000004,61.099999999999994,150,64.43
79.4,61.2,301.0,4039.5,59.6,76.0,530,65.54
56.0,46.8,247.0,3031.8,35.5,68.6,250,64.9
37.2,29.4,156.0,2019.5,25.8,44.5,120,65.77
19.4,14.4,73.0,1009.8,16.1,9.3,240,64.62
20.6,15.0,70.0,1009.7,16.1,14.8,230,65.36
22.8,13.3,55.0,1009.8,16.1,13.0,310,98.33
22.8,12.2,51.0,1009.8,16.1,7.4,310,106.78
25.6,11.7,42.0,1009.8,16.1,5.6,0,107.47
27.2,11.7,38.0,1009.0,16.1,9.3,240,106.39
28.3,10.0,32.0,1008.1,16.1,13.0,240,109.35
28.9,10.0,31.0,1007.3,16.1,20.4,280,110.52
28.3,9.4,31.0,1006.8,16.1,18.5,260,111.31
100.1,45.4,172.0,4030.6,64.4,83.4,1070,111.43
52.3,18.3,69.0,2013.9,32.2,42.599999999999994,560,111.03
27.2,6.1,26.0,1006.0,16.1,13.0,260,110.96
24.4,8.9,37.0,1007.3,16.1,33.3,260,107.16
21.7,10.0,47.0,1008.6,16.1,25.9,250,111.02
20.6,10.6,53.0,1009.5,16.1,22.2,230,92.19
21.7,9.4,45.0,1009.6,16.1,16.7,270,84.69
21.7,8.9,44.0,1009.6,16.1,24.1,270,80.74
20.0,13.3,65.0,1010.0,16.1,9.3,110,80.95
27.2,-4.4,12.0,1004.5,16.1,7.4,90,80.9
27.2,-6.7,10.0,1004.4,16.1,13.0,130,80.24
25.6,-4.4,14.0,1004.4,16.1,14.8,90,79.09
24.4,-2.2,17.0,1004.8,16.1,13.0,100,78.09
22.8,-0.6,21.0,1005.3,16.1,14.8,80,98.88
22.8,-1.7,20.0,1005.8,16.1,13.0,90,105.32
23.9,-4.4,15.0,1006.1,16.1,16.7,100,107.93
26.7,-2.2,15.0,1006.5,16.1,14.8,100,125.73
30.0,-3.9,11.0,1006.2,16.1,14.8,140,175.32
31.7,-4.4,9.0,1006.1,16.1,13.0,160,194.11
32.8,-3.9,9.0,1006.1,16.1,16.7,130,200.39
33.9,-6.1,7.0,1005.7,16.1,0.0,0,201.99
36.1,-7.8,6.0,1005.5,16.1,20.4,210,202.63
36.1,-7.8,6.0,1005.0,16.1,22.2,220,204.53
34.4,-5.0,8.0,1005.4,16.1,11.1,290,209.06
34.4,-3.9,8.0,1005.8,16.1,13.0,200,205.3
33.9,-1.7,10.0,1005.9,16.1,18.5,180,203.46
32.8,5.6,18.0,1006.2,16.1,14.8,180,176.76
29.4,10.0,30.0,1007.5,14.5,27.8,150,153.92
28.3,12.8,38.0,1006.6,16.1,18.5,110,155.92
28.3,12.8,38.0,1006.4,16.1,14.8,100,157.78
28.9,10.6,32.0,1006.6,16.1,20.4,120,155.86
28.3,11.7,36.0,1006.6,16.1,16.7,130,119.96
27.8,11.7,37.0,1006.1,16.1,13.0,140,107.76
31.1,18.3,46.0,1005.5,16.1,11.1,230,98.47
31.7,18.3,45.0,1004.9,16.1,9.3,240,87.34
30.0,18.3,49.0,1004.8,16.1,9.3,230,73.93
30.6,17.2,44.0,1005.0,16.1,7.4,270,63.17
30.0,17.8,48.0,1004.9,16.1,5.6,240,97.42
29.4,17.8,49.0,1005.9,16.1,0.0,0,106.33
31.1,18.3,46.0,1006.5,16.1,5.6,120,107.07
32.8,16.7,38.0,1006.9,16.1,13.0,90,127.42
35.0,16.1,32.0,1007.1,16.1,13.0,90,173.79
35.6,16.1,31.0,1007.3,16.1,9.3,0,195.16
36.7,16.7,30.0,1007.8,16.1,14.8,190,203.62
37.2,16.1,28.0,1007.8,16.1,16.7,200,207.44
38.9,14.4,23.0,1007.0,16.1,22.2,260,210.66
40.0,12.8,20.0,1006.2,16.1,18.5,260,206.74
40.0,10.6,17.0,1005.7,16.1,24.1,270,213.28
40.0,11.7,18.0,1004.9,16.1,16.7,260,213.24
40.6,12.2,18.0,1004.6,16.1,37.0,270,208.53
0.0,0.0,0.0,0.0,0.0,0.0,0,181.97
38.9,12.8,21.0,1004.9,16.1,24.1,260,155.11
38.3,11.7,20.0,1005.3,16.1,20.4,290,154.3
37.8,12.2,21.0,1005.9,16.1,14.8,270,157.74
36.7,12.8,24.0,1006.6,16.1,11.1,250,152.86
36.1,13.3,25.0,1006.6,16.1,0.0,0,119.95
35.6,12.8,25.0,1007.1,16.1,14.8,310,110.54
35.0,11.1,23.0,1005.8,16.1,9.3,250,109.64
35.6,9.4,20.0,1006.0,16.1,16.7,310,99.28
35.0,10.0,22.0,1006.3,16.1,14.8,300,90.69
34.4,9.4,21.0,1006.7,16.1,14.8,270,79.07
33.9,9.4,22.0,1007.3,16.1,13.0,280,99.24
31.7,12.2,30.0,1007.9,16.1,5.6,100,105.94
32.8,11.7,27.0,1008.7,16.1,9.3,80,108.12
33.3,11.7,27.0,1009.2,16.1,9.3,100,130.29
35.0,11.1,23.0,1009.3,16.1,7.4,120,176.66
37.2,10.6,20.0,1009.3,16.1,7.4,0,197.0
38.9,9.4,17.0,1009.3,16.1,5.6,0,206.4
40.6,8.9,15.0,1008.9,16.1,5.6,0,205.62
41.7,5.6,11.0,1008.3,16.1,14.8,290,205.55
42.8,7.8,12.0,1007.7,16.1,16.7,200,204.33
43.3,6.1,11.0,1006.9,16.1,20.4,250,207.74
43.3,3.3,9.0,1006.3,16.1,9.3,250,208.86
42.8,3.3,9.0,1005.9,16.1,11.1,280,204.2
42.8,4.4,10.0,1005.3,16.1,13.0,330,183.45
42.2,5.0,10.0,1005.4,16.1,22.2,260,157.95
41.7,5.6,11.0,1005.7,16.1,16.7,260,155.69
38.9,7.8,15.0,1006.5,16.1,11.1,240,162.39
37.2,9.4,18.0,1007.0,16.1,7.4,230,155.24
37.8,8.9,17.0,1007.1,16.1,9.3,260,120.95
36.1,9.4,19.0,1007.4,16.1,5.6,250,106.81
26.1,18.3,62.0,1008.0,16.1,0.0,0,101.87
26.1,18.3,62.0,1007.9,16.1,5.6,120,87.58
25.6,17.8,62.0,1007.8,16.1,5.6,130,78.3
25.6,17.8,62.0,1007.8,16.1,5.6,140,69.99
25.0,17.8,64.0,1008.0,16.1,9.3,130,96.93
25.0,18.3,66.0,1008.7,16.1,9.3,130,105.35
25.0,18.3,66.0,1009.3,16.1,11.1,120,111.73
26.1,18.3,62.0,1009.5,16.1,9.3,100,127.13
28.3,17.2,51.0,1009.6,16.1,16.7,140,170.1
30.6,17.2,44.0,1009.7,16.1,13.0,130,185.53
31.7,16.7,40.0,1009.1,16.1,16.7,150,196.58
32.8,16.7,38.0,1008.6,16.1,11.1,140,199.38
33.9,15.6,33.0,1007.7,16.1,11.1,160,198.0
35.0,16.1,32.0,1007.0,16.1,18.5,140,198.69
35.6,14.4,28.0,1005.9,16.1,7.4,0,199.53
34.4,14.4,30.0,1005.7,16.1,18.5,150,197.81
33.9,14.4,31.0,1006.2,16.1,18.5,190,199.78
33.9,14.4,31.0,1006.0,16.1,18.5,170,179.1
33.3,14.4,32.0,1006.4,16.1,13.0,180,159.41
32.2,16.7,39.0,1007.3,16.1,20.4,190,153.07
31.1,15.0,37.0,1007.9,16.1,0.0,0,152.9
30.6,16.1,41.0,1007.9,16.1,11.1,150,149.54
29.4,17.2,48.0,1007.8,16.1,11.1,150,119.11
28.3,17.8,53.0,1008.0,16.1,20.4,150,108.71
28.9,3.9,20.0,1000.6,16.1,20.4,170,97.65
26.7,4.4,24.0,1001.2,16.1,20.4,170,94.1
25.6,5.0,27.0,1001.6,16.1,7.4,150,82.35
25.6,6.7,30.0,1001.6,16.1,13.0,170,78.8
24.4,8.3,36.0,1002.2,16.1,13.0,130,99.67
23.9,8.3,37.0,1002.3,16.1,14.8,80,106.24
24.4,8.3,36.0,1002.7,16.1,11.1,80,109.14
25.0,10.0,39.0,1002.9,16.1,9.3,80,123.94
21.7,17.8,78.0,1003.6,16.1,13.0,90,173.39
25.0,17.2,62.0,1003.5,16.1,13.0,80,195.38
27.2,17.2,54.0,1003.2,16.1,11.1,70,198.52
63.900000000000006,26.1,62.0,2006.4,32.2,61.099999999999994,340,207.03
33.9,11.7,26.0,1001.1,16.1,33.3,170,202.77
33.9,11.1,25.0,1000.2,16.1,33.3,190,203.23
34.4,9.4,21.0,999.6,16.1,25.9,200,207.61
34.4,8.9,21.0,999.3,16.1,31.5,200,200.43
33.9,9.4,22.0,999.5,16.1,27.8,170,198.04
32.2,10.0,25.0,999.6,16.1,22.2,170,171.65
31.7,10.0,26.0,1000.3,16.1,16.7,210,149.78
60.0,23.9,65.0,2004.6,32.2,50.0,570,146.72
27.8,13.9,42.0,1003.0,16.1,25.9,290,147.35
26.7,14.4,47.0,1003.9,16.1,25.9,280,148.44
26.1,14.4,48.0,1004.8,16.1,14.8,290,116.78
26.1,13.9,47.0,1005.2,16.1,9.3,350,88.79
16.1,7.2,56.0,1008.8,16.1,14.8,130,73.97
15.6,9.4,67.0,1010.0,16.1,14.8,140,66.17
15.0,8.9,67.0,1009.5,16.1,11.1,140,63.71
15.0,9.4,69.0,1009.7,16.1,9.3,160,61.95
14.4,9.4,72.0,1010.1,16.1,5.6,120,61.68
13.9,7.2,64.0,1010.5,16.1,11.1,360,64.27
13.9,9.4,74.0,1011.1,16.1,11.1,100,63.08
13.9,11.1,83.0,1011.7,16.1,11.1,130,67.69
15.0,7.8,62.0,1012.8,16.1,9.3,150,99.24
14.4,6.7,60.0,1013.2,16.1,9.3,210,104.2
16.7,7.8,56.0,1012.8,16.1,18.5,160,104.72
18.3,5.6,43.0,1012.2,16.1,7.4,0,103.49
18.3,4.4,40.0,1011.7,16.1,20.4,210,105.92
18.3,4.4,40.0,1011.2,16.1,11.1,180,106.33
18.9,3.3,36.0,1011.2,16.1,24.1,290,106.43
19.4,2.2,32.0,1011.1,16.1,14.8,250,107.1
19.4,2.2,32.0,1011.3,16.1,20.4,270,109.18
15.6,6.7,55.0,1012.4,16.1,22.2,330,108.0
14.4,7.2,62.0,1013.2,16.1,13.0,340,106.49
13.3,7.8,69.0,1014.3,16.1,14.8,360,109.44
12.8,7.8,72.0,1015.5,16.1,11.1,330,80.63
12.8,7.2,69.0,1016.1,16.1,5.6,0,66.04
12.2,7.2,72.0,1016.5,12.9,9.3,130,66.26
12.2,7.8,75.0,1016.6,16.1,5.6,150,64.55
11.7,-3.9,34.0,1016.6,16.1,9.3,80,64.03
11.1,-3.9,35.0,1015.8,16.1,11.1,90,65.33
11.7,-5.6,30.0,1016.4,16.1,0.0,0,62.39
10.0,-5.0,35.0,1016.3,16.1,14.8,100,63.22
10.0,-5.6,33.0,1016.5,16.1,14.8,100,61.81
10.0,-6.1,32.0,1016.7,16.1,9.3,100,64.33
9.4,-5.0,36.0,1017.2,16.1,11.1,120,63.92
8.9,-4.4,39.0,1018.0,16.1,9.3,110,63.07
13.3,-6.1,26.0,1018.7,16.1,0.0,0,95.93
16.1,-6.7,21.0,1018.8,16.1,13.0,130,106.38
17.2,-5.6,21.0,1018.6,16.1,9.3,100,108.3
20.0,-7.8,15.0,1017.8,16.1,11.1,140,111.95
21.1,-7.2,14.0,1016.8,16.1,5.6,0,109.72
22.2,-6.7,14.0,1016.0,16.1,5.6,140,113.52
22.2,-6.7,14.0,1015.4,16.1,0.0,0,113.59
22.2,-6.7,14.0,1015.4,16.1,0.0,0,113.5
21.7,-6.1,15.0,1015.7,16.1,0.0,0,110.26
18.3,-4.4,21.0,1016.3,16.1,5.6,220,110.71
17.8,-4.4,22.0,1016.6,16.1,0.0,0,112.88
15.0,-1.1,33.0,1017.7,16.1,9.3,230,113.39
16.1,-5.0,23.0,1018.0,16.1,9.3,270,94.9
15.0,-2.8,29.0,1018.1,16.1,0.0,0,88.14
15.0,-2.2,31.0,1018.2,16.1,13.0,90,85.13
14.4,-1.1,35.0,1019.1,16.1,0.0,0,83.6
21.7,5.6,35.0,1011.9,16.1,11.1,60,83.76
20.6,6.7,40.0,1012.1,16.1,11.1,90,83.66
19.4,7.2,45.0,1012.7,16.1,9.3,80,81.37
18.9,7.2,47.0,1013.2,16.1,13.0,100,78.52
17.8,7.8,52.0,1013.4,16.1,11.1,100,100.01
17.2,7.8,54.0,1014.0,16.1,9.3,100,107.77
18.3,8.3,52.0,1015.0,16.1,11.1,120,112.9
19.4,8.9,51.0,1015.7,16.1,9.3,100,125.88
21.7,8.9,44.0,1015.9,16.1,5.6,140,177.34
23.9,8.3,37.0,1016.0,16.1,5.6,340,197.76
25.0,7.2,32.0,1015.7,16.1,0.0,0,207.11
27.2,7.2,28.0,1015.0,16.1,9.3,260,209.87
28.9,6.7,25.0,1014.2,16.1,11.1,0,211.11
28.9,5.0,22.0,1013.4,16.1,14.8,320,212.47
31.7,3.3,16.0,1012.5,16.1,14.8,270,210.18
31.7,2.8,16.0,1011.6,16.1,13.0,260,209.24
32.2,1.7,14.0,1010.9,16.1,18.5,260,204.35
31.7,-0.6,12.0,1010.9,16.1,14.8,280,181.55
31.1,-0.6,13.0,1011.0,16.1,13.0,260,157.34
28.9,1.7,17.0,1011.5,16.1,5.6,240,163.9
27.2,2.2,20.0,1012.2,16.1,0.0,0,163.64
26.7,1.7,20.0,1012.6,16.1,5.6,190,156.22
25.0,3.3,24.0,1012.9,16.1,9.3,90,111.14
23.9,3.9,27.0,1013.2,16.1,14.8,90,98.58
22.8,3.3,28.0,1013.6,16.1,13.0,110,97.74
22.2,2.8,28.0,1013.8,16.1,5.6,60,84.48
21.1,2.8,30.0,1013.5,16.1,14.8,100,77.23
20.6,4.4,35.0,1013.4,16.1,14.8,90,63.6
19.4,4.4,37.0,1013.5,16.1,13.0,120,99.29
19.4,4.4,37.0,1014.0,16.1,0.0,0,104.51
20.0,5.0,37.0,1014.5,16.1,13.0,90,109.26
22.8,5.6,33.0,1014.8,16.1,11.1,110,130.91
25.0,5.0,28.0,1014.8,16.1,13.0,130,172.78
27.2,4.4,23.0,1014.5,16.1,16.7,140,196.47
29.4,3.9,20.0,1013.8,16.1,22.2,150,205.65
30.6,2.8,17.0,1012.9,16.1,14.8,140,207.43
31.7,0.6,14.0,1011.7,16.1,11.1,300,209.17
32.2,1.1,14.0,1010.4,16.1,9.3,0,212.42
33.9,-1.1,11.0,1008.9,16.1,20.4,260,218.27
33.9,-2.2,10.0,1007.8,16.1,27.8,230,218.5
33.3,-0.6,11.0,1007.2,16.1,18.5,240,214.4
32.8,-4.4,9.0,1006.6,16.1,25.9,250,192.06
31.7,-6.7,8.0,1006.4,16.1,37.0,280,163.77
30.0,-5.0,10.0,1006.5,16.1,22.2,260,161.02
27.8,-3.9,12.0,1007.2,16.1,13.0,240,161.21
25.6,-2.8,15.0,1007.3,16.1,9.3,220,158.63
26.1,-2.2,15.0,1007.2,16.1,7.4,240,132.11
24.4,-2.8,16.0,1007.7,16.1,7.4,220,115.22
25.6,-1.7,17.0,1007.5,16.1,13.0,260,111.36
24.4,-1.7,18.0,1007.5,16.1,13.0,310,100.47
21.1,-0.6,24.0,1007.6,16.1,5.6,80,91.57
21.7,-0.6,23.0,1007.3,16.1,7.4,230,79.93
22.2,-2.8,19.0,1007.9,16.1,14.8,270,101.82
20.6,-6.1,16.0,1008.5,16.1,16.7,310,106.67
20.0,-5.0,18.0,1009.7,16.1,9.3,330,110.35
21.1,-11.1,11.0,1010.5,16.1,11.1,330,126.18
22.2,-12.8,9.0,1010.8,16.1,11.1,290,172.48
23.3,-15.0,7.0,1011.0,16.1,13.0,290,194.56
25.0,-18.9,5.0,1010.7,16.1,22.2,320,199.16
25.6,-20.0,4.0,1010.2,16.1,20.4,290,203.46
25.6,-15.6,6.0,1009.3,16.1,22.2,250,208.24
28.3,-17.2,4.0,1008.2,16.1,24.1,250,206.46
28.3,-18.9,4.0,1007.3,16.1,29.6,260,214.29
28.3,-18.9,4.0,1006.8,16.1,38.9,260,208.64
27.2,-18.3,4.0,1006.4,16.1,29.6,240,198.52
26.7,-17.8,4.0,1006.2,16.1,31.5,270,177.49
25.0,-16.1,6.0,1006.3,16.1,24.1,260,151.59
22.8,-16.7,6.0,1007.3,16.1,18.5,250,152.06
22.2,-18.9,5.0,1008.5,16.1,33.3,280,154.22
21.7,-18.3,6.0,1009.7,16.1,24.1,320,147.36
20.0,-18.3,6.0,1010.3,16.1,27.8,340,113.93
18.3,-17.2,8.0,1010.9,16.1,20.4,350,101.48
17.8,-17.2,8.0,1011.2,16.1,25.9,330,94.53
16.7,-16.7,9.0,1011.2,16.1,11.1,320,86.48
15.6,-16.1,10.0,1011.5,16.1,20.4,300,74.72
15.0,-15.6,11.0,1011.5,16.1,11.1,310,71.01
13.9,-15.0,12.0,1011.2,16.1,20.4,310,96.02
13.9,-14.4,13.0,1012.4,16.1,7.4,290,104.41
13.9,-13.3,14.0,1013.3,16.1,16.7,220,107.81
16.7,-14.4,11.0,1013.5,16.1,5.6,0,125.6
17.2,-14.4,11.0,1013.8,16.1,7.4,340,172.18
18.3,-15.0,9.0,1014.1,16.1,5.6,270,192.82
20.0,-16.1,8.0,1014.5,16.1,20.4,330,196.49
21.1,-15.6,7.0,1014.3,16.1,16.7,240,200.72
21.1,-14.4,8.0,1013.7,16.1,5.6,260,203.45
22.2,-13.9,8.0,1013.0,16.1,0.0,0,201.8
22.8,-13.9,8.0,1012.6,16.1,27.8,210,202.94
23.3,-13.9,8.0,1012.3,16.1,18.5,270,200.29
23.9,-13.3,8.0,1012.4,16.1,20.4,260,199.12
23.3,-13.3,8.0,1012.2,16.1,18.5,220,179.31
22.8,-12.2,9.0,1012.3,16.1,18.5,260,154.14
44.4,-22.2,20.0,2026.9,32.2,40.8,50,157.02
21.1,-11.1,11.0,1014.1,16.1,18.5,60,157.02
19.4,-10.0,13.0,1014.6,16.1,9.3,80,156.1
19.4,-8.9,14.0,1014.8,16.1,0.0,0,132.64
18.3,-8.3,16.0,1015.0,16.1,7.4,70,117.2
16.1,-7.2,20.0,1015.0,16.1,9.3,100,111.37
15.6,-6.1,22.0,1014.3,16.1,5.6,0,100.6
15.0,-7.2,21.0,1014.4,16.1,16.7,70,85.67
13.9,-7.8,22.0,1014.9,16.1,5.6,190,78.85
13.3,-7.2,24.0,1015.0,16.1,5.6,110,98.02
13.3,-6.1,26.0,1015.2,16.1,9.3,100,104.51
13.9,-5.0,27.0,1016.0,16.1,0.0,0,107.73
16.1,-5.6,22.0,1016.1,16.1,9.3,220,126.13
18.3,-3.9,22.0,1016.2,16.1,0.0,0,167.53
20.0,-3.9,20.0,1016.2,16.1,5.6,0,182.14
22.2,-4.4,17.0,1015.6,16.1,7.4,0,189.88
22.2,-5.0,16.0,1015.0,16.1,0.0,0,196.85
24.4,-6.1,13.0,1014.3,16.1,11.1,0,198.48
26.1,-6.7,11.0,1013.5,16.1,11.1,350,202.67
26.1,-6.1,12.0,1012.5,16.1,22.2,260,201.3
26.1,-6.1,12.0,1011.9,16.1,14.8,290,192.35
26.7,-7.2,10.0,1011.2,16.1,18.5,250,187.55
27.2,-7.8,10.0,1010.7,16.1,20.4,260,163.85
26.1,-7.2,11.0,1011.0,16.1,14.8,250,142.85
25.0,-6.1,12.0,1011.2,16.1,13.0,230,149.34
23.3,-5.0,15.0,1011.9,16.1,9.3,220,152.59
22.8,-6.7,14.0,1012.2,16.1,11.1,150,148.25
22.2,-7.2,13.0,1012.2,16.1,11.1,150,114.06
21.1,-6.1,16.0,1012.3,16.1,9.3,100,95.59
20.0,-5.6,17.0,1012.1,16.1,7.4,110,88.38
18.9,-5.6,19.0,1011.9,16.1,9.3,110,69.43
17.2,-4.4,23.0,1011.9,16.1,5.6,140,62.15
16.7,-4.4,23.0,1012.1,16.1,14.8,80,62.48
16.1,-3.3,26.0,1012.2,16.1,9.3,110,61.82
15.6,-3.9,26.0,1012.6,16.1,7.4,90,62.95
15.6,-3.3,27.0,1013.3,16.1,11.1,80,62.62
18.3,-3.9,22.0,1013.8,16.1,11.1,110,66.45
20.6,-3.9,19.0,1013.7,16.1,9.3,80,99.47
23.3,-4.4,16.0,1013.5,16.1,7.4,110,101.53
25.0,-5.0,13.0,1013.1,16.1,0.0,0,103.46
28.3,-7.2,9.0,1011.9,16.1,16.7,240,102.37
30.6,-6.7,8.0,1011.1,16.1,18.5,250,102.71
30.6,-10.0,7.0,1010.2,16.1,25.9,280,103.83
30.6,-8.3,8.0,1009.2,16.1,20.4,260,104.04
31.7,-8.3,7.0,1008.2,16.1,24.1,270,104.79
31.7,-8.9,7.0,1007.8,16.1,16.7,260,104.52
31.1,-9.4,7.0,1007.1,16.1,16.7,240,105.55
30.0,-8.9,7.0,1007.1,16.1,16.7,230,104.87
27.8,-8.3,9.0,1007.5,16.1,11.1,240,107.22
26.7,-8.3,9.0,1008.1,16.1,9.3,240,80.08
26.7,-7.2,10.0,1008.3,16.1,14.8,260,67.35
25.6,-7.2,11.0,1008.5,16.1,11.1,250,64.55
25.6,-6.7,11.0,1008.7,16.1,11.1,320,63.05
23.9,-4.4,15.0,1009.2,16.1,11.1,20,64.24
22.2,-4.4,17.0,1009.4,16.1,7.4,20,63.85
20.0,-2.8,21.0,1009.8,16.1,5.6,130,63.32
19.4,-2.2,23.0,1010.0,16.1,7.4,100,62.0
18.3,-3.3,23.0,1010.1,16.1,9.3,110,63.31
16.7,-3.9,24.0,1010.7,16.1,11.1,110,64.54
18.3,-3.9,22.0,1011.3,16.1,13.0,100,62.33
20.6,-2.8,21.0,1011.7,16.1,13.0,90,62.76
23.3,-1.7,19.0,1011.5,16.1,9.3,100,98.19
25.6,-2.8,15.0,1011.4,16.1,7.4,100,105.8
27.2,-3.9,13.0,1011.2,16.1,0.0,0,107.82
29.4,-3.9,11.0,1010.2,16.1,7.4,350,109.0
30.0,-5.0,10.0,1009.2,16.1,0.0,0,107.14
32.2,-6.7,8.0,1008.2,16.1,11.1,0,107.5
32.8,-6.7,7.0,1007.0,16.1,13.0,240,108.85
32.2,-8.3,7.0,1006.1,16.1,18.5,290,110.09
32.2,-7.8,7.0,1005.8,16.1,14.8,300,108.47
32.2,-8.3,7.0,1005.4,16.1,9.3,0,108.44
31.7,-8.3,7.0,1005.5,16.1,18.5,290,108.36
29.4,-7.8,8.0,1005.8,16.1,7.4,230,111.48
27.2,-5.6,11.0,1006.4,16.1,7.4,220,90.81
26.7,-5.0,12.0,1006.4,16.1,0.0,0,85.16
27.8,-5.0,11.0,1006.4,16.1,5.6,350,81.99
24.4,-3.3,16.0,1007.1,16.1,5.6,210,80.27
25.0,-5.0,13.0,1007.0,16.1,7.4,320,80.64
21.7,-1.1,22.0,1006.9,16.1,0.0,0,80.99
20.6,-0.6,24.0,1007.0,16.1,5.6,140,79.6
20.0,-0.6,25.0,1007.1,16.1,11.1,110,76.47
18.9,0.0,28.0,1007.3,16.1,14.8,90,98.19
18.3,-1.7,26.0,1007.7,16.1,18.5,80,105.3
18.9,-3.3,22.0,1008.6,16.1,18.5,90,106.27
21.1,-3.3,19.0,1009.0,16.1,16.7,80,122.57
23.9,-4.4,15.0,1009.1,16.1,9.3,100,176.93
26.7,-5.0,12.0,1009.0,16.1,9.3,120,195.76
28.9,-5.6,10.0,1008.2,16.1,7.4,60,204.18
0.0,0.0,0.0,0.0,0.0,0.0,0,211.28
31.1,-6.1,9.0,1006.4,16.1,5.6,350,216.89
31.7,-6.7,8.0,1005.7,16.1,7.4,0,215.47
32.2,-6.7,8.0,1004.7,16.1,0.0,0,220.37
32.8,-7.2,7.0,1003.8,16.1,5.6,0,210.96
32.2,-6.7,8.0,1003.6,16.1,0.0,0,207.39
32.2,-7.2,7.0,1003.2,16.1,18.5,260,183.7
31.7,-7.8,7.0,1003.4,16.1,14.8,290,156.02
31.1,-7.8,8.0,1003.9,16.1,14.8,290,162.24
27.8,-5.6,11.0,1004.5,16.1,9.3,250,163.13
26.7,-4.4,13.0,1005.2,16.1,14.8,250,157.87
26.7,-3.9,13.0,1005.5,16.1,20.4,270,112.98
25.6,-3.3,15.0,1006.2,16.1,13.0,250,99.62
25.0,-3.3,15.0,1006.8,16.1,9.3,80,99.95
22.8,-1.7,20.0,1007.5,16.1,11.1,70,92.82
20.6,-1.7,22.0,1007.6,16.1,11.1,80,76.31
20.6,-1.7,22.0,1007.8,16.1,11.1,60,64.78
20.6,-2.8,21.0,1007.9,16.1,11.1,70,100.46
18.9,-2.8,23.0,1008.5,16.1,9.3,90,106.19
19.4,-2.8,22.0,1009.1,16.1,13.0,120,112.05
21.7,-4.4,17.0,1009.3,16.1,14.8,120,127.66
23.9,-6.7,13.0,1009.6,16.1,7.4,120,174.53
26.1,-7.2,11.0,1009.8,16.1,16.7,150,200.08
28.3,-8.3,9.0,1009.3,16.1,13.0,160,205.57
29.4,-7.8,8.0,1008.4,16.1,7.4,0,208.5
30.0,-8.3,8.0,1007.3,16.1,7.4,0,209.77
31.1,-12.8,5.0,1006.2,16.1,14.8,200,213.9
31.7,-10.0,6.0,1005.3,16.1,22.2,170,214.37
31.7,-8.9,7.0,1004.4,16.1,11.1,150,214.35
31.1,-10.0,6.0,1003.9,16.1,18.5,190,213.66
31.1,-10.6,6.0,1003.7,16.1,11.1,250,183.49
29.4,-8.3,8.0,1003.9,16.1,24.1,260,154.11
28.3,-3.9,12.0,1004.6,16.1,25.9,280,158.3
26.7,-5.0,12.0,1005.4,16.1,24.1,270,161.06
25.0,-2.2,17.0,1006.1,16.1,18.5,260,155.04
24.4,-2.8,16.0,1006.4,16.1,16.7,280,123.67
23.3,-2.8,18.0,1007.1,16.1,9.3,270,112.86
21.7,-2.2,20.0,1007.4,16.1,13.0,100,106.92
21.1,-3.3,19.0,1007.0,16.1,13.0,130,97.55
19.4,-2.8,22.0,1007.3,16.1,11.1,120,89.72
19.4,-1.7,24.0,1007.5,16.1,0.0,0,81.9
18.3,-0.6,28.0,1007.6,16.1,9.3,150,102.79
18.3,0.0,29.0,1008.2,16.1,5.6,100,107.37
19.4,0.6,28.0,1008.8,16.1,9.3,90,110.17
20.6,1.7,29.0,1009.3,16.1,13.0,90,127.24
22.2,2.2,27.0,1010.0,16.1,7.4,120,173.55
24.4,2.2,23.0,1010.1,16.1,11.1,0,194.06
25.6,0.0,19.0,1009.8,16.1,11.1,0,204.78
26.7,-1.7,15.0,1009.0,16.1,5.6,140,206.5
29.4,-2.8,12.0,1008.2,16.1,11.1,190,203.49
28.9,-5.6,10.0,1007.5,16.1,14.8,210,203.83
30.0,-5.0,10.0,1006.3,16.1,7.4,0,212.02
31.1,-7.8,8.0,1005.0,16.1,16.7,160,210.89
31.1,-8.3,7.0,1004.6,16.1,24.1,220,204.87
29.4,-7.8,8.0,1004.3,16.1,20.4,210,179.47
28.3,-5.6,11.0,1004.3,16.1,25.9,210,156.87
26.7,-1.7,15.0,1005.3,16.1,24.1,260,160.21
25.0,-2.8,16.0,1006.5,16.1,22.2,260,163.9
23.9,-3.3,16.0,1007.2,16.1,16.7,260,159.81
23.3,-3.9,16.0,1007.7,16.1,9.3,280,119.3
21.7,-3.3,19.0,1007.9,16.1,5.6,140,103.38
21.1,-2.8,20.0,1007.9,16.1,11.1,180,100.84
20.0,-2.8,21.0,1007.7,16.1,16.7,150,89.28
19.4,-0.6,26.0,1007.6,16.1,13.0,160,80.59
18.9,0.0,28.0,1007.8,16.1,7.4,210,71.98
